order_id,order_date,ship_date,shipping_days,customer_id,segment,region,state,city,order_sales,order_profit,order_quantity,order_line_count,order_avg_discount,order_has_loss_line,order_loss_line_count,order_margin
CA-2015-133452,2015-04-13,2015-04-19,6,ZC-21910,Consumer,West,California,Pomona,710.832,-97.7394,3,1,0.2,True,1,-0.1375
CA-2015-133585,2015-03-01,2015-03-04,3,CM-12715,Corporate,Central,Texas,Houston,1227.9984,-36.1176,6,1,0.32,True,1,-0.029411764705882356
CA-2015-133627,2015-05-31,2015-06-07,7,SC-20050,Home Office,East,Connecticut,Norwich,22.2,9.102,6,1,0.0,False,0,0.41000000000000003
CA-2015-134075,2015-12-12,2015-12-16,4,HA-14905,Consumer,West,California,San Jose,166.5,21.645,3,1,0.0,False,0,0.13
CA-2015-134859,2015-10-04,2015-10-09,5,JK-16120,Home Office,East,Pennsylvania,Philadelphia,64.944,6.4944,3,1,0.2,False,0,0.09999999999999999
CA-2015-134894,2015-12-07,2015-12-11,4,DK-12985,Consumer,South,Kentucky,Henderson,283.92,70.98,4,1,0.0,False,0,0.25
CA-2015-134992,2015-09-22,2015-09-26,4,MG-17875,Home Office,South,Virginia,Arlington,47.98,11.0354,2,1,0.0,False,0,0.23
CA-2015-135251,2015-08-06,2015-08-10,4,RP-19270,Corporate,Central,Texas,Houston,369.1992,-114.0174,3,1,0.32,True,1,-0.30882352941176466
CA-2015-135272,2015-12-07,2015-12-12,5,MS-17830,Consumer,West,California,Los Angeles,79.92,28.7712,4,1,0.0,False,0,0.36
CA-2015-135391,2015-02-09,2015-02-11,2,FA-14230,Corporate,Central,Texas,San Antonio,40.784,-30.588,2,1,0.6,True,1,-0.75
CA-2015-135510,2015-09-05,2015-09-12,7,TW-21025,Home Office,South,Virginia,Charlottesville,67.96,12.2328,4,1,0.0,False,0,0.18
CA-2015-135538,2015-12-24,2015-12-28,4,HR-14830,Corporate,West,Arizona,Gilbert,883.84,99.432,4,1,0.2,False,0,0.1125
CA-2015-135545,2015-11-24,2015-11-30,6,KM-16720,Consumer,West,California,Los Angeles,79.76,22.3328,4,1,0.0,False,0,0.27999999999999997
CA-2015-135685,2015-11-16,2015-11-18,2,MP-18175,Home Office,Central,Wisconsin,Milwaukee,1053.24,223.59,12,3,0.0,False,0,0.2122877976529566
CA-2015-135727,2015-05-11,2015-05-16,5,PS-18970,Home Office,West,Arizona,Phoenix,191.968,16.7972,7,1,0.2,False,0,0.08750000000000001
CA-2015-136196,2015-11-28,2015-12-04,6,TP-21415,Consumer,East,New York,Freeport,322.59,64.518,3,1,0.0,False,0,0.2
CA-2015-136469,2015-07-11,2015-07-12,1,TS-21370,Corporate,East,Delaware,Wilmington,199.836,-37.1124,4,1,0.3,True,1,-0.18571428571428572
CA-2015-136728,2015-09-13,2015-09-17,4,AG-10900,Consumer,Central,Illinois,Chicago,170.072,-12.148,4,1,0.3,True,1,-0.07142857142857142
CA-2015-136798,2015-05-08,2015-05-12,4,DL-12925,Consumer,Central,Minnesota,Minneapolis,123.96,11.1564,3,1,0.0,False,0,0.09
CA-2015-136805,2015-05-23,2015-05-27,4,NM-18445,Home Office,Central,Michigan,Detroit,75.33,19.5858,9,1,0.0,False,0,0.26
CA-2015-137113,2015-12-01,2015-12-05,4,TW-21025,Home Office,West,Washington,Seattle,3917.32,527.059,14,2,0.1,False,0,0.1345458119326478
CA-2015-137302,2015-04-26,2015-05-01,5,BW-11110,Corporate,West,California,San Diego,63.936,6.3936,3,1,0.2,False,0,0.1
CA-2015-137512,2015-05-07,2015-05-12,5,AG-10675,Consumer,Central,Texas,Allen,244.006,-31.3722,2,1,0.3,True,1,-0.12857142857142856
CA-2015-137526,2015-01-13,2015-01-17,4,PB-19150,Consumer,West,California,Los Angeles,542.45,130.994,13,2,0.0,False,0,0.24148585123052813
CA-2015-137750,2015-06-25,2015-06-30,5,JF-15565,Consumer,West,California,San Francisco,204.85,57.358,5,1,0.0,False,0,0.27999999999999997
CA-2015-137925,2015-11-30,2015-12-04,4,JL-15235,Consumer,East,New York,New York City,681.408,42.588,12,1,0.2,False,0,0.0625
CA-2015-137974,2015-04-16,2015-04-18,2,LL-16840,Consumer,South,Virginia,Waynesboro,1720.12,245.2684,16,2,0.0,False,0,0.14258795897960608
CA-2015-138002,2015-09-06,2015-09-12,6,BT-11305,Home Office,West,Washington,Seattle,191.82,74.8098,3,1,0.0,False,0,0.39
CA-2015-138009,2015-11-29,2015-12-03,4,SF-20965,Corporate,Central,Michigan,Dearborn,301.96,87.5684,2,1,0.0,False,0,0.29000000000000004
CA-2015-138534,2015-07-17,2015-07-19,2,JM-15535,Consumer,West,California,Bakersfield,195.466,-13.7976,2,1,0.15,True,1,-0.07058823529411765
CA-2015-139094,2015-11-22,2015-11-27,5,MO-17800,Home Office,Central,Texas,San Antonio,206.962,-32.5226,2,1,0.3,True,1,-0.15714285714285714
CA-2015-139374,2015-09-10,2015-09-14,4,AR-10345,Corporate,Central,Texas,Austin,179.886,-2.5698,1,1,0.3,True,1,-0.014285714285714285
CA-2015-139584,2015-08-24,2015-08-28,4,EM-13810,Corporate,East,New York,New York City,284.364,-75.8304,2,1,0.4,True,1,-0.26666666666666666
CA-2015-139731,2015-10-15,2015-10-15,0,JE-15745,Consumer,Central,Texas,Amarillo,2453.43,-350.49,5,1,0.3,True,1,-0.14285714285714288
CA-2015-139850,2015-06-12,2015-06-17,5,GB-14575,Consumer,East,Pennsylvania,Philadelphia,43.296,4.3296,2,1,0.2,False,0,0.1
CA-2015-140144,2015-06-20,2015-06-25,5,SC-20770,Corporate,West,California,San Francisco,257.64,100.4796,6,1,0.0,False,0,0.39
CA-2015-140221,2015-03-05,2015-03-09,4,MS-17365,Consumer,Central,Illinois,Chicago,4.712,-1.8848,2,1,0.6,True,1,-0.4
CA-2015-140410,2015-11-03,2015-11-07,4,CM-12655,Home Office,West,California,Los Angeles,42.6,16.614,3,1,0.0,False,0,0.39
CA-2015-140718,2015-07-02,2015-07-04,2,FA-14230,Corporate,South,North Carolina,Raleigh,159.84,45.954,10,1,0.2,False,0,0.2875
CA-2015-140921,2015-02-03,2015-02-05,2,AA-10375,Consumer,Central,Nebraska,Omaha,28.4,11.076,2,1,0.0,False,0,0.39
CA-2015-141012,2015-06-09,2015-06-11,2,TG-21640,Consumer,West,Idaho,Pocatello,355.36,92.3936,4,1,0.0,False,0,0.26
CA-2015-141243,2015-01-03,2015-01-08,5,AH-10465,Consumer,Central,Texas,Dallas,1352.3976,-437.5404,9,1,0.32,True,1,-0.32352941176470584
CA-2015-141250,2015-01-19,2015-01-23,4,PM-18940,Consumer,Central,Texas,Texas City,301.742,-21.712200000000003,5,2,0.3,True,2,-0.07195617448018507
CA-2015-141327,2015-11-30,2015-12-03,3,LR-16915,Consumer,South,North Carolina,Durham,335.744,25.1808,2,1,0.2,False,0,0.075
CA-2015-141593,2015-12-14,2015-12-16,2,DB-12970,Corporate,West,California,Los Angeles,273.568,10.2588,2,1,0.2,False,0,0.037500000000000006
CA-2015-141740,2015-11-01,2015-11-05,4,JF-15490,Consumer,East,New York,New York City,205.164,13.6776,2,1,0.1,False,0,0.06666666666666667
CA-2015-141768,2015-05-25,2015-05-27,2,NP-18685,Home Office,West,California,San Francisco,14.73,4.8609,3,1,0.0,False,0,0.33
CA-2015-142027,2015-04-09,2015-04-14,5,JK-15370,Consumer,West,California,Long Beach,369.912,-13.8717,3,1,0.2,True,1,-0.037500000000000006
CA-2015-142237,2015-07-11,2015-07-13,2,CK-12595,Consumer,East,Pennsylvania,Philadelphia,656.6320000000001,-33.4662,21,3,0.2333333333333333,True,1,-0.050966446959636445
CA-2015-142454,2015-08-15,2015-08-19,4,RE-19450,Consumer,West,California,Oakland,104.23,28.1421,7,1,0.0,False,0,0.26999999999999996
CA-2015-142734,2015-04-16,2015-04-21,5,DM-13345,Corporate,East,New York,New York City,127.764,2.8392,2,1,0.1,False,0,0.022222222222222223
CA-2015-142944,2015-03-06,2015-03-11,5,JL-15850,Consumer,West,California,San Francisco,435.26,95.7572,7,1,0.0,False,0,0.22
CA-2015-143077,2015-09-17,2015-09-21,4,SF-20965,Corporate,Central,Texas,Houston,21.936,-10.4196,2,1,0.6,True,1,-0.47500000000000003
CA-2015-143119,2015-09-24,2015-09-30,6,MC-17275,Consumer,South,Louisiana,Lafayette,517.5,155.25,6,1,0.0,False,0,0.3
CA-2015-143147,2015-05-26,2015-05-28,2,PS-18760,Consumer,Central,Texas,San Antonio,210.616,-33.1832,6,2,0.3,True,2,-0.15755308238690316
CA-2015-143364,2015-07-14,2015-07-19,5,TG-21310,Consumer,West,Arizona,Mesa,569.684,-141.92999999999998,8,2,0.44999999999999996,True,1,-0.24913811867631877
CA-2015-144253,2015-05-04,2015-05-09,5,AS-10225,Corporate,East,New York,New York City,26.8,12.864,2,1,0.0,False,0,0.48000000000000004
CA-2015-144267,2015-08-21,2015-08-23,2,NZ-18565,Home Office,West,California,San Francisco,544.008,40.8006,3,1,0.2,False,0,0.075
CA-2015-144519,2015-11-13,2015-11-17,4,AW-10930,Home Office,West,Montana,Helena,63.98,21.7532,7,1,0.0,False,0,0.34
CA-2015-144722,2015-03-16,2015-03-23,7,MF-18250,Corporate,West,California,Los Angeles,43.13,18.1146,1,1,0.0,False,0,0.42
CA-2015-144806,2015-12-06,2015-12-11,5,GH-14425,Consumer,West,Arizona,Tucson,206.112,48.9516,6,1,0.2,False,0,0.2375
CA-2015-145324,2015-11-15,2015-11-19,4,DH-13675,Home Office,South,Virginia,Harrisonburg,39.96,14.3856,2,1,0.0,False,0,0.36
CA-2015-145394,2015-11-16,2015-11-20,4,MC-17605,Corporate,Central,Illinois,Chicago,34.504,-15.5268,2,1,0.6,True,1,-0.45
CA-2015-145457,2015-03-24,2015-03-27,3,CP-12085,Corporate,West,Washington,Covington,46.9,13.132,5,1,0.0,False,0,0.28
CA-2015-146038,2015-02-09,2015-02-16,7,SJ-20215,Consumer,West,California,Los Angeles,203.92,22.941,5,1,0.2,False,0,0.1125
CA-2015-146087,2015-07-06,2015-07-11,5,PP-18955,Home Office,East,Massachusetts,Holyoke,301.96,60.392,2,1,0.0,False,0,0.2
CA-2015-146262,2015-01-02,2015-01-09,7,VW-21775,Corporate,East,Ohio,Medina,452.45,-244.323,5,1,0.5,True,1,-0.54
CA-2015-146563,2015-08-24,2015-08-28,4,CB-12025,Consumer,Central,Texas,Arlington,918.785,-118.1295,5,1,0.3,True,1,-0.12857142857142856
CA-2015-146948,2015-07-16,2015-07-20,4,MG-17890,Home Office,East,Maryland,Baltimore,150.98,43.7842,1,1,0.0,False,0,0.29000000000000004
CA-2015-147788,2015-05-31,2015-06-04,4,TM-21010,Consumer,West,Utah,Orem,1406.86,140.686,7,1,0.0,False,0,0.1
CA-2015-147830,2015-12-15,2015-12-18,3,NF-18385,Consumer,East,Ohio,Newark,262.864,69.0018,7,1,0.2,False,0,0.2625
CA-2015-148495,2015-08-13,2015-08-13,0,SF-20065,Consumer,West,California,Pomona,31.56,10.4148,3,1,0.0,False,0,0.33
CA-2015-148635,2015-07-25,2015-07-27,2,MH-18025,Consumer,West,Washington,Seattle,1266.4679999999998,84.4704,7,2,0.1,False,0,0.06669761888969955
CA-2015-148964,2015-05-26,2015-05-31,5,RD-19900,Consumer,West,Washington,Bellevue,20.24,7.8936,1,1,0.0,False,0,0.39
CA-2015-149083,2015-09-25,2015-09-30,5,SH-19975,Corporate,West,Washington,Seattle,307.136,-11.5176,4,1,0.2,True,1,-0.0375
CA-2015-149097,2015-10-20,2015-10-24,4,SV-20785,Consumer,West,California,Los Angeles,439.536,51.281400000000005,10,2,0.1,False,0,0.11667167194496016
CA-2015-149342,2015-04-20,2015-04-25,5,TS-21160,Corporate,South,Georgia,Columbus,595.38,297.69,6,1,0.0,False,0,0.5
CA-2015-149517,2015-09-19,2015-09-23,4,FC-14245,Home Office,West,California,Sacramento,60.84,19.4688,3,1,0.0,False,0,0.32
CA-2015-149587,2015-01-31,2015-02-05,5,KB-16315,Consumer,Central,Minnesota,Minneapolis,53.34,16.5354,3,1,0.0,False,0,0.30999999999999994
CA-2015-149650,2015-10-24,2015-10-27,3,RD-19660,Home Office,West,California,Oakland,454.272,-73.8192,8,1,0.2,True,1,-0.1625
CA-2015-149748,2015-05-31,2015-06-02,2,EM-13825,Corporate,East,New Jersey,Paterson,8.28,2.9808,2,1,0.0,False,0,0.36000000000000004
CA-2015-149972,2015-09-21,2015-09-23,2,CD-12790,Home Office,West,California,Los Angeles,601.536,0.0,4,1,0.2,False,0,0.0
CA-2015-150791,2015-09-06,2015-09-13,7,CC-12430,Home Office,East,New York,New York City,271.764,60.392,2,1,0.1,False,0,0.22222222222222224
CA-2015-150875,2015-11-16,2015-11-20,4,HK-14890,Corporate,West,Idaho,Boise,696.42,160.1766,2,1,0.0,False,0,0.23000000000000004
CA-2015-151624,2015-09-08,2015-09-14,6,VW-21775,Corporate,South,Alabama,Montgomery,21.36,8.1168,8,1,0.0,False,0,0.38
CA-2015-151680,2015-11-19,2015-11-21,2,TC-21475,Home Office,West,Washington,Seattle,141.96,22.7136,2,1,0.0,False,0,0.15999999999999998
CA-2015-151869,2015-09-25,2015-09-25,0,CS-11950,Consumer,East,New York,Freeport,102.582,6.8388,1,1,0.1,False,0,0.06666666666666667
CA-2015-152891,2015-10-25,2015-10-30,5,TB-21625,Consumer,West,California,San Francisco,253.176,-31.647,3,1,0.2,True,1,-0.125
CA-2015-153038,2015-12-18,2015-12-25,7,RB-19645,Corporate,South,Tennessee,Memphis,20.32,3.556,5,1,0.2,False,0,0.175
CA-2015-153073,2015-11-13,2015-11-13,0,HA-14905,Consumer,Central,Illinois,Chicago,17.496,-7.4358,9,1,0.6,True,1,-0.42500000000000004
CA-2015-153381,2015-09-24,2015-09-28,4,DE-13255,Home Office,Central,Iowa,Dubuque,1408.1,394.268,10,1,0.0,False,0,0.27999999999999997
CA-2015-153388,2015-08-01,2015-08-07,6,PC-19000,Home Office,West,California,Los Angeles,1004.976,-175.8708,6,1,0.2,True,1,-0.17500000000000002
CA-2015-153535,2015-05-20,2015-05-24,4,SG-20470,Consumer,South,North Carolina,Wilson,163.136,20.392,4,1,0.2,False,0,0.125
CA-2015-153549,2015-03-29,2015-03-31,2,SL-20155,Home Office,South,Florida,Jacksonville,1166.92,131.2785,5,1,0.2,False,0,0.1125
CA-2015-153717,2015-12-25,2016-01-01,7,DL-13495,Corporate,Central,Michigan,Detroit,160.98,20.9274,1,1,0.0,False,0,0.13
CA-2015-154284,2015-12-21,2015-12-26,5,SZ-20035,Home Office,Central,Illinois,Saint Charles,51.756,-33.6414,3,1,0.6,True,1,-0.6499999999999999
CA-2015-154291,2015-07-25,2015-07-29,4,YS-21880,Corporate,South,Alabama,Montgomery,358.58,39.4438,2,1,0.0,False,0,0.11000000000000001
CA-2015-154620,2015-12-12,2015-12-16,4,LT-17110,Consumer,West,California,Lancaster,348.928,34.8928,2,1,0.2,False,0,0.1
CA-2015-154795,2015-12-20,2015-12-24,4,GZ-14470,Consumer,West,Arizona,Bullhead City,14.368,3.9512,2,1,0.2,False,0,0.275
CA-2015-154823,2015-08-21,2015-08-25,4,KN-16390,Corporate,East,Ohio,Springfield,624.442,-46.6446,4,2,0.25,True,2,-0.07469805041941445
CA-2015-154970,2015-01-05,2015-01-10,5,SR-20740,Home Office,West,Washington,Seattle,61.584,-6.9282,1,1,0.2,True,1,-0.1125
CA-2015-155334,2015-07-30,2015-07-31,1,HA-14920,Consumer,West,California,San Francisco,5.28,2.3232,3,1,0.0,False,0,0.43999999999999995
CA-2015-156377,2015-12-31,2016-01-05,5,TB-21625,Consumer,Central,Texas,Grand Prairie,14.76,-11.439,5,1,0.6,True,1,-0.775
CA-2015-156440,2015-12-05,2015-12-09,4,MH-17620,Corporate,West,California,San Diego,44.46,14.6718,2,1,0.0,False,0,0.32999999999999996
CA-2015-156482,2015-02-06,2015-02-13,7,IL-15100,Consumer,East,Delaware,Wilmington,1552.74,348.789,13,2,0.0,False,0,0.22462807681904245
CA-2015-156734,2015-06-18,2015-06-20,2,BV-11245,Corporate,South,Tennessee,Smyrna,643.136,56.2744,4,1,0.2,False,0,0.08750000000000001
CA-2015-157133,2015-11-28,2015-12-03,5,LC-16885,Consumer,Central,Illinois,Champaign,151.96,-182.352,5,1,0.6,True,1,-1.2
CA-2015-157287,2015-12-22,2015-12-23,1,HR-14830,Corporate,East,Pennsylvania,Philadelphia,422.625,0.0,7,1,0.3,False,0,0.0
CA-2015-157322,2015-07-02,2015-07-06,4,RH-19600,Consumer,Central,Illinois,Carol Stream,790.538,-98.63419999999999,8,2,0.3,True,2,-0.1247684488285193
CA-2015-157959,2015-02-03,2015-02-04,1,RW-19540,Corporate,West,California,Los Angeles,136.92,41.076,4,1,0.0,False,0,0.30000000000000004
CA-2015-158323,2015-11-30,2015-12-03,3,AB-10600,Corporate,South,North Carolina,Jacksonville,17.088,1.068,2,1,0.2,False,0,0.0625
CA-2015-158421,2015-09-21,2015-09-26,5,GB-14575,Consumer,South,South Carolina,Columbia,1690.04,422.51,4,1,0.0,False,0,0.25
CA-2015-159786,2015-10-12,2015-10-17,5,RK-19300,Consumer,East,New York,Rochester,209.67,-13.978,1,1,0.4,True,1,-0.06666666666666667
CA-2015-160227,2015-11-02,2015-11-04,2,ED-13885,Home Office,East,New York,New York City,2621.322,553.3902,11,1,0.1,False,0,0.2111111111111111
CA-2015-161452,2015-04-05,2015-04-11,6,CA-11965,Corporate,West,California,Los Angeles,892.224,89.2224,3,1,0.2,False,0,0.09999999999999999
CA-2015-161627,2015-07-06,2015-07-11,5,SJ-20215,Consumer,West,California,Pasadena,170.352,-17.0352,3,1,0.2,True,1,-0.09999999999999999
CA-2015-161711,2015-11-28,2015-12-03,5,MC-17425,Corporate,East,New York,New York City,68.16,27.9456,3,1,0.0,False,0,0.41000000000000003
CA-2015-161718,2015-12-04,2015-12-10,6,SO-20335,Consumer,East,New York,Hempstead,754.614,87.80720000000001,10,3,0.06666666666666667,False,0,0.11636041737895136
CA-2015-161998,2015-05-01,2015-05-05,4,DB-13120,Corporate,South,Florida,Tampa,63.552,14.2992,3,1,0.2,False,0,0.225
CA-2015-162047,2015-11-03,2015-11-05,2,FH-14365,Corporate,East,New York,Long Beach,1448.82,209.274,10,1,0.1,False,0,0.14444444444444446
CA-2015-162201,2015-06-08,2015-06-12,4,AG-10495,Corporate,South,Florida,Saint Petersburg,173.208,45.4671,7,1,0.2,False,0,0.2625
CA-2015-162537,2015-10-28,2015-11-03,6,RD-19585,Consumer,South,Kentucky,Henderson,57.21,22.0709,12,2,0.0,False,0,0.38578744974654783
CA-2015-162887,2015-11-07,2015-11-09,2,SV-20785,Consumer,East,Vermont,Burlington,715.2,178.8,3,1,0.0,False,0,0.25
CA-2015-162950,2015-06-28,2015-07-03,5,DW-13585,Corporate,East,Ohio,Troy,482.94,-376.6932,6,1,0.5,True,1,-0.78
CA-2015-163055,2015-08-09,2015-08-16,7,DS-13180,Corporate,Central,Michigan,Detroit,622.45,136.939,5,1,0.0,False,0,0.21999999999999997
CA-2015-163181,2015-11-07,2015-11-12,5,AB-10105,Consumer,Central,Texas,Houston,64.96,-84.448,5,1,0.6,True,1,-1.3
CA-2015-163965,2015-11-20,2015-11-27,7,SS-20875,Consumer,South,Florida,Miami,290.352,-36.294,3,1,0.2,True,1,-0.125
CA-2015-164084,2015-09-07,2015-09-12,5,AG-10525,Corporate,East,New York,New York City,481.176,-120.294,2,1,0.4,True,1,-0.25
CA-2015-164301,2015-03-26,2015-03-30,4,EB-13840,Corporate,West,Washington,Seattle,3393.68,610.8624,8,1,0.0,False,0,0.18
CA-2015-164777,2015-01-27,2015-01-29,2,SC-20305,Consumer,West,California,Los Angeles,2803.92,0.0,5,1,0.2,False,0,0.0
CA-2015-164882,2015-10-31,2015-10-31,0,SG-20080,Consumer,West,California,Redlands,748.969,40.235200000000006,5,2,0.175,False,0,0.053720781500970004
CA-2015-165799,2015-06-29,2015-07-02,3,SG-20470,Consumer,East,New York,New York City,117.882,1.3098,1,1,0.1,False,0,0.011111111111111112
CA-2015-166219,2015-08-28,2015-09-01,4,BP-11185,Corporate,Central,Texas,Dallas,103.481,-16.2613,1,1,0.3,True,1,-0.15714285714285714
CA-2015-166947,2015-06-05,2015-06-10,5,EB-13750,Corporate,East,New York,Buffalo,1522.638,169.182,9,1,0.1,False,0,0.1111111111111111
CA-2015-166975,2015-11-26,2015-11-30,4,SH-20635,Corporate,South,Tennessee,Jackson,692.472,190.4298,11,1,0.2,False,0,0.275
CA-2015-167010,2015-04-05,2015-04-10,5,VT-21700,Home Office,East,Pennsylvania,Philadelphia,907.17,-277.49199999999996,10,3,0.3,True,2,-0.3058875403728077
CA-2015-167745,2015-09-18,2015-09-23,5,GB-14530,Corporate,West,California,Los Angeles,24.4,10.248,2,1,0.0,False,0,0.42
CA-2015-168004,2015-10-04,2015-10-09,5,DJ-13420,Corporate,South,Georgia,Warner Robins,392.94,43.2234,3,1,0.0,False,0,0.11
CA-2015-168088,2015-03-19,2015-03-22,3,CM-12655,Home Office,Central,Texas,Houston,383.4656,-67.6704,4,1,0.32,True,1,-0.17647058823529413
CA-2015-168207,2015-11-02,2015-11-06,4,LT-17110,Consumer,West,California,San Diego,609.4590000000001,3.7890000000000015,9,2,0.075,True,1,0.006216989165801147
CA-2015-168480,2015-09-21,2015-09-27,6,DM-12955,Corporate,Central,Michigan,Lincoln Park,194.32,31.0912,4,1,0.0,False,0,0.16
CA-2015-168529,2015-10-08,2015-10-12,4,MB-17305,Consumer,West,California,San Francisco,145.9,62.737,5,1,0.0,False,0,0.43
CA-2015-168564,2015-08-08,2015-08-08,0,TT-21220,Consumer,West,California,San Francisco,144.784,10.8588,1,1,0.2,False,0,0.07500000000000001
CA-2015-168746,2015-01-27,2015-01-29,2,SV-20365,Consumer,East,Ohio,Cleveland,181.986,-54.5958,2,1,0.3,True,1,-0.3
CA-2015-168809,2015-08-25,2015-08-25,0,MC-18100,Consumer,Central,Texas,Houston,27.983999999999998,-20.5258,7,2,0.6,True,2,-0.7334834190966267
CA-2015-169397,2015-12-24,2015-12-27,3,JB-15925,Consumer,East,Ohio,Dublin,72.704,19.0848,4,1,0.2,False,0,0.26250000000000007
CA-2016-100468,2016-11-24,2016-12-01,7,AT-10435,Home Office,West,California,Los Angeles,9.94,3.0814,2,1,0.0,False,0,0.31
CA-2016-100510,2016-05-12,2016-05-17,5,HM-14860,Corporate,East,New York,New York City,10.02,4.4088,3,1,0.0,False,0,0.44000000000000006
CA-2016-100944,2016-09-24,2016-09-28,4,EH-13765,Corporate,West,California,Los Angeles,563.24,56.324,5,1,0.2,False,0,0.09999999999999999
CA-2016-100965,2016-07-07,2016-07-11,4,RM-19375,Consumer,West,California,San Jose,215.65,73.321,5,1,0.0,False,0,0.33999999999999997
CA-2016-100993,2016-02-05,2016-02-10,5,AZ-10750,Consumer,West,California,San Diego,557.728,6.9716,4,1,0.2,False,0,0.0125
CA-2016-101161,2016-10-13,2016-10-20,7,BW-11110,Corporate,East,New York,New York City,82.26,33.7266,3,1,0.0,False,0,0.4099999999999999
CA-2016-101168,2016-12-25,2017-01-01,7,SS-20140,Corporate,East,New Hampshire,Nashua,21.12,6.5472,4,1,0.0,False,0,0.31
CA-2016-101651,2016-12-24,2016-12-30,6,SC-20305,Consumer,West,California,San Jose,43.96,18.4632,7,1,0.0,False,0,0.42
CA-2016-101672,2016-10-03,2016-10-07,4,DB-12910,Home Office,West,California,Lake Forest,915.136,102.9528,4,1,0.2,False,0,0.1125
CA-2016-101693,2016-06-25,2016-06-27,2,LC-17140,Consumer,Central,Texas,Houston,117.958,-32.2586,4,2,0.44999999999999996,True,2,-0.2734753047694942
CA-2016-101791,2016-05-27,2016-05-31,4,BS-11665,Consumer,Central,Illinois,Chicago,30.759999999999998,-35.03339999999999,5,2,0.6,True,2,-1.1389271781534458
CA-2016-102092,2016-12-09,2016-12-11,2,PM-18940,Consumer,South,Virginia,Springfield,1056.86,158.529,7,1,0.0,False,0,0.15000000000000002
CA-2016-102127,2016-06-26,2016-07-02,6,VP-21760,Corporate,East,New York,New York City,37.74,12.8316,3,1,0.0,False,0,0.33999999999999997
CA-2016-102134,2016-03-14,2016-03-19,5,SP-20545,Corporate,Central,Wisconsin,Green Bay,16.74,4.3524,2,1,0.0,False,0,0.26000000000000006
CA-2016-102813,2016-07-02,2016-07-03,1,EA-14035,Corporate,Central,Texas,Huntsville,528.43,0.0,5,1,0.3,False,0,0.0
CA-2016-102981,2016-09-06,2016-09-09,3,MO-17500,Consumer,East,New York,New York City,722.352,90.294,3,1,0.2,False,0,0.125
CA-2016-103107,2016-07-04,2016-07-04,0,RB-19465,Home Office,West,Washington,Seattle,25.4,8.636,5,1,0.0,False,0,0.33999999999999997
CA-2016-103730,2016-06-12,2016-06-15,3,SC-20725,Consumer,East,Delaware,Wilmington,47.04,18.3456,3,1,0.0,False,0,0.39
CA-2016-103919,2016-10-03,2016-10-07,4,TP-21565,Corporate,Central,Texas,Grand Prairie,38.08,-29.512,5,1,0.6,True,1,-0.775
CA-2016-104157,2016-07-25,2016-07-29,4,MT-17815,Consumer,South,Mississippi,Jackson,2430.08,388.8128,8,1,0.0,False,0,0.16
CA-2016-104276,2016-11-27,2016-12-03,6,HF-14995,Consumer,South,Florida,Fort Lauderdale,331.023,-114.3534,7,1,0.45,True,1,-0.3454545454545454
CA-2016-105081,2016-12-25,2016-12-30,5,JE-15715,Consumer,West,Washington,Seattle,2445.602,681.3864,8,2,0.1,False,0,0.27861704398344456
CA-2016-105207,2016-01-03,2016-01-08,5,BO-11350,Corporate,Central,Oklahoma,Broken Arrow,1592.85,350.427,7,1,0.0,False,0,0.22000000000000003
CA-2016-105459,2016-08-12,2016-08-17,5,NP-18700,Consumer,East,New York,New York City,209.148,-66.2302,2,1,0.4,True,1,-0.31666666666666665
CA-2016-105732,2016-09-13,2016-09-18,5,AG-10270,Consumer,Central,Nebraska,Omaha,1336.44,387.5676,14,1,0.0,False,0,0.29000000000000004
CA-2016-105746,2016-12-30,2017-01-01,2,BD-11605,Consumer,East,Pennsylvania,Lancaster,170.786,0.0,1,1,0.3,False,0,0.0
CA-2016-105753,2016-10-20,2016-10-26,6,LC-16960,Home Office,South,Virginia,Arlington,61.1,18.33,5,1,0.0,False,0,0.3
CA-2016-105781,2016-02-16,2016-02-20,4,JF-15565,Consumer,East,New York,New York City,326.646,39.9234,3,1,0.1,False,0,0.12222222222222222
CA-2016-106243,2016-09-30,2016-10-04,4,GM-14680,Consumer,East,New York,New York City,523.92,-26.196,5,1,0.2,True,1,-0.05000000000000001
CA-2016-106278,2016-09-02,2016-09-05,3,BM-11140,Consumer,West,Washington,Des Moines,215.976,-2.6997,3,1,0.2,True,1,-0.0125
CA-2016-106383,2016-03-19,2016-03-21,2,BT-11440,Consumer,West,Colorado,Littleton,72.294,-98.8018,1,1,0.7,True,1,-1.3666666666666667
CA-2016-106950,2016-09-02,2016-09-06,4,JE-15715,Consumer,South,North Carolina,Charlotte,472.518,-149.6307,3,1,0.4,True,1,-0.31666666666666665
CA-2016-107104,2016-11-26,2016-11-30,4,MS-17365,Consumer,West,California,Los Angeles,4002.0440000000003,458.0036,14,2,0.075,False,0,0.11444241992341912
CA-2016-107146,2016-06-17,2016-06-19,2,LC-16885,Consumer,West,Colorado,Longmont,749.488,41.0352,7,2,0.2,True,1,0.054750976666737824
CA-2016-107216,2016-06-14,2016-06-17,3,PV-18985,Home Office,West,California,San Francisco,8.73,4.1031,3,1,0.0,False,0,0.47000000000000003
CA-2016-107328,2016-08-08,2016-08-15,7,CA-12055,Home Office,West,California,Los Angeles,513.024,12.8256,2,1,0.2,False,0,0.024999999999999998
